http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=Tomkap&hgS_otherUserSessionName=ZLD,,,,,,,,,,,,,,,,,,,
PID,Chr,From,To,Peak,Height,Label,Link,Genes,Dists,TSS_gene,TSS_dist,St3_Height,St4_Height,St5_Height,Slope,Dynamics,Max_3_to_1_contamination,Max_1_to_3_contamination,DNaseI_st5
4169,chr3R,9776250,9776530,9776380,158,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:9771250-9781530,"CG9926,CG31517,Art6,","0,-1326,-4876,", CG9926 ,480,391.2,76.3,14.9,-4.71, \- ,26.3031,0.038,10.3549
4170,chr2L,8386080,8386360,8386210,159.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8381080-8391360,"CG13384,CG13393,CG13394,","0,-2078,2516,", CG13384 ,90,131.9,203.5,164.8,0.32, /\ ,0.8005,1.2492,74.634
4171,chr3R,10277820,10278100,10277950,177.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:10272820-10283100,"cv-c,CG34388,HtrA2,","0,-30360,57665,", cv-c ,29111,201.5,210.9,123.6,-0.71, -\ ,1.631,0.6131,7.2047
4172,chr2L,15330810,15331090,15330950,172,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:15325810-15336090,"esg,nht,CG15258,","2913,-12049,30047,", esg ,2913,115.6,199.8,205.9,0.83, /- ,0.5613,1.7817,88.8581
4173,chr3R,20163610,20163890,20163760,157.8,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20158610-20168890,"CG6432,Dis3,Dms,","0,-789,3514,", CG6432 ,1117,401.6,61.5,14.9,-4.75, \- ,27.0006,0.037,21.7027
4174,chr3R,10908740,10909020,10908860,157.8,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:10903740-10914020,"CG6966,CG6974,dpr9,","0,-3853,-5933,", CG6974 ,3853,340.1,104.9,32,-3.4, \\ ,10.6163,0.0942,7.322
4175,chr3R,138590,138870,138720,174.5,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:133590-143870,"CG9791,CG9779,CG9778,","0,-2053,2589,", CG9791 ,1463,447.5,62,16.6,-4.75, \- ,26.9765,0.0371,10.1215
4176,chr3R,1288930,1289210,1289060,172.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1283930-1294210,"PEK,RpL35A,CG12162,","0,2228,4454,", PEK ,1412,98.5,198.2,220.2,1.16, // ,0.4474,2.2349,83.213
4177,chr3R,2866790,2867070,2866940,168,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:2861790-2872070,"Sodh-1,CG1979,dj,","11116,13367,18096,", Sodh-1 ,11116,239.3,173.8,92.1,-1.38, \\ ,2.5985,0.3848,18.6245
4178,chr2L,13015640,13015920,13015780,172.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:13010640-13020920,"CG9934,Tor,A16,","0,-2579,3789,", CG9934 ,3654,219.3,212.5,91,-1.27, -\ ,2.4112,0.4147,10.2145
4179,chr3R,10199230,10199510,10199370,167,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:10194230-10204510,"NK7.1,CG8489,CG31320,","-697,6734,-11909,", NK7.1 ,697,41.5,171.7,294.6,2.82, // ,0.1408,7.1002,66.6617
4180,chr2R,2488760,2489040,2488880,208.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2483760-2494040,"jing,CG15233,CG15234,","0,-397,5614,", CG15233 ,397,95.6,255.4,283.2,1.57, // ,0.3375,2.9626,12.5755
4181,chr3L,15770190,15770470,15770340,180.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:15765190-15775470,"CG6244,CG13445,CG6151,","31177,32257,32872,", CG6244 ,31177,103,179.1,261.4,1.34, // ,0.394,2.5384,8.1715
4182,chr2R,2599790,2600070,2599940,160.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2594790-2605070,"CG3409,ZIP1,CG9430,","0,3906,6180,", CG3409 ,3430,11.1,142.6,330.7,4.88, // ,0.0336,29.7502,190.9125
4183,chr2R,7859770,7860050,7859900,170.2,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7854770-7865050,"CG8290,CG8979,CG13188,","0,-3552,-4958,", CG8290 ,1722,200.1,148.4,164.2,-0.28, \- ,1.2185,0.8207,18.9249
4184,chr2L,11831380,11831660,11831520,186.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:11826380-11836660,"Pde1c,esc,CG31704,","0,-2118,9170,", esc ,2118,250.4,164.3,151.6,-0.72, \- ,1.652,0.6053,4.8591
4185,chr3R,20190020,20190300,20190160,157.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:20185020-20195300,"CG17784,CG33340,CG13613,","0,-148,348,", CG13613 ,348,335.7,105.5,34.3,-3.29, \\ ,9.779,0.1023,19.6262
4186,chr3L,14046420,14046700,14046570,157.4,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14041420-14051700,"CG32138,CG13484,CG6833,","298,-474,-1001,", CG32138 ,298,34.1,221,221.4,2.7, /- ,0.154,6.4954,341.7285
4187,chr3L,21941600,21941880,21941760,157.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:21936600-21946880,"CG14562,CG7448,CG7458,","0,1164,6450,", CG7448 ,1164,195.6,191.8,97.8,-1, -\ ,1.9997,0.5001,7.7934
4188,chr2L,5464560,5464840,5464680,157.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:5459560-5469840,"mid,CG31647,H15,","0,-15478,-48752,", mid ,3040,110.4,173.3,193.9,0.81, /- ,0.5693,1.7566,49.6623
4189,chr2L,12618540,12618820,12618690,157.4,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:12613540-12623820,"nub,ref2,pdm2,","0,-7239,39138,", nub ,343,13.3,173.8,287.2,4.42, // ,0.0464,21.532,120.4206
4190,chr2R,6325590,6325870,6325730,168.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:6320590-6330870,"G-oalpha47A,CG12895,CG42236,","0,-866,-1642,", G-oalpha47A ,35,38.5,239.5,227.1,2.56, /\ ,0.1697,5.8944,84.6347
4191,chr3R,19965390,19965670,19965520,172.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:19960390-19970670,"CG6164,kal-1,sec10,","0,1641,-2322,", kal-1 ,1641,214.1,180.2,134.4,-0.67, -\ ,1.5929,0.6278,10.8106
4192,chrX,20564560,20564860,20564730,267.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20559560-20569860,"run,hydra,CG1835,","737,-16779,-22863,", run ,737,449.8,211.4,147,-1.61, \- ,3.0592,0.3269,30.6805
4193,chr3R,9497130,9497410,9497290,157.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:9492130-9502410,"Task6,CG9588,B52,","0,3520,-4673,", Task6 ,533,68.9,195.6,210.5,1.61, // ,0.3273,3.055,58.4159
4194,chr3R,19146050,19146340,19146200,226.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:19141050-19151340,"pnt,DNApol-epsilon,CG4434,","0,27712,-30289,", pnt ,6169,195.6,243.2,243.7,0.32, /- ,0.8027,1.2458,15.1151
4195,chr2R,4294240,4294760,4294340,157,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4289240-4299760,"CG2121,pdm3,CSN7,","0,-10537,14152,", CG2121 ,4390,251.2,146.8,79.5,-1.66, \\ ,3.1589,0.3166,2.7187
4196,chr2R,7907280,7907560,7907430,176.9,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7902280-7912560,"otk,CG8964,CG8889,","-101,3220,5655,", otk ,101,74.8,175.9,284.3,1.92, // ,0.2632,3.7992,203.9938
4197,chrX,20534620,20534900,20534770,156.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:20529620-20539900,"Cyp6v1,CG1835,hydra,","-2490,4578,7084,", CG1835 ,4578,20.7,222.6,243.7,3.55, // ,0.0851,11.7464,33.6427
4198,chr3R,9092890,9093170,9093030,156.8,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:9087890-9098170,"Su(var)3-7,CG8449,Ravus,","0,1828,-3275,", Su(var)3-7 ,2954,226.7,171.7,73.8,-1.62, \\ ,3.0724,0.3255,9.1641
4199,chrX,12494820,12495100,12494960,183,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:12489820-12500100,"CG32654,CG1824,CG1463,","0,-5288,8629,", CG32654 ,4855,163,195,191.1,0.23, -- ,0.8531,1.1721,15.9023
4200,chrX,14333870,14334150,14334010,178.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:14328870-14339150,"dpr8,CG9411,CG12540,","0,32425,56159,", CG9411 ,40102,394.9,116.6,25.2,-3.97, \\ ,15.6899,0.0637,5.9821
4201,chr2L,16485770,16486260,16486180,156.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:16480770-16491260,"dac,CG4580,Tpr2,","-196,2022,5361,", dac ,196,35.6,179.7,265.4,2.9, // ,0.134,7.4633,292.4731
4202,chr3L,6450430,6450710,6450590,156.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:6445430-6455710,"CG14910,CG14911,CG10147,","4175,26562,29444,", CG14910 ,4175,56.3,180.2,271.7,2.27, // ,0.2072,4.8254,15.0519
4203,chr3R,8723590,8723870,8723730,178.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:8718590-8728870,"CG33929,CG14387,CG10909,","-3479,-5186,12172,", CG33929 ,3479,165.2,233.7,148.7,-0.15, /\ ,1.1109,0.9002,3.7432
4204,chr4,1013910,1014190,1014040,157.5,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr4:1008910-1019190,"toy,plexA,CG11093,","0,19989,-24040,", toy ,3687,91.9,204.6,181.9,0.98, /\ ,0.5051,1.98,9.2341
4205,chrX,8282750,8283030,8282890,201.9,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:8277750-8288030,"CG1387,CG15345,CG10555,","0,8298,10537,", CG1387 ,3077,177.1,219.4,211.1,0.25, /- ,0.8389,1.192,33.5755
4206,chr3R,26580570,26580850,26580680,156.5,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26575570-26585850,"CG11315,CG11314,zfh1,","-8670,-9697,10967,", CG11315 ,8670,36.3,153.2,281.5,2.95, // ,0.129,7.7522,109.9753
4207,chr2R,10092650,10092930,10092790,170,UTR3,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:10087650-10097930,"Sox15,CG30071,CG8394,","0,0,-4564,", CG30071 ,629,126.7,173.3,217.4,0.78, // ,0.5829,1.7157,12.4948
4208,chr2R,7679880,7680160,7680020,165.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:7674880-7685160,"ths,Tango3,CG13193,","0,-3022,-22954,", ths ,2147,306,151,41.2,-2.89, \\ ,7.4296,0.1346,5.0298
4209,chr2L,18947800,18948080,18947950,156.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18942800-18953080,"CG10428,Nedd8,ssp3,","946,3290,-4002,", CG10428 ,946,196.4,143.1,130.4,-0.59, \- ,1.5054,0.6643,41.1261
4210,chr3L,20436540,20436820,20436670,156.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20431540-20441820,"CG5910,CG11796,CG5872,","0,-3702,-5203,", CG5910 ,1152,296.4,123.5,53.2,-2.48, \\ ,5.5709,0.1795,11.6
4211,chr3R,26589830,26590110,26589960,156.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26584830-26595110,"zfh1,CG11315,CG11314,","1687,-17950,-18977,", zfh1 ,1687,42.2,162.2,275.7,2.7, // ,0.1532,6.5287,47.7566
4212,chr2L,8362990,8363270,8363140,172.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:8357990-8368270,"RpS13,CSN8,CG7627,","551,1726,-1942,", RpS13 ,1453,73.4,214.6,238,1.7, // ,0.3082,3.2442,45.8929
4213,chr3L,14019070,14019350,14019210,171.1,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14014070-14024350,"CG32133,endos,CG6650,","0,3468,5382,", CG32133 ,2734,163,219.9,133.9,-0.28, /\ ,1.2177,0.8212,15.0408
4214,chr2RHet,2844370,2844650,2844510,206,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2RHet:2839370-2849650,"CG40103,CG17514,eIF-4B,","0,-23302,57241,", CG40103 ,2688,280.1,222,126.4,-1.15, \\ ,2.2154,0.4514,6.7475
4215,chr3L,12253730,12254010,12253840,156.1,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:12248730-12259010,"CG42318,CG32100,Pbgs,","0,6811,9221,", CG42318 ,6049,270.5,173.3,36.6,-2.88, \\ ,7.3869,0.1354,5.0802
4216,chr3L,15216660,15216940,15216900,295.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:15211660-15221940,"Tollo,CG6888,CG7011,","11840,-15208,-60176,", Tollo ,11840,80,302.6,514.3,2.68, // ,0.1556,6.4267,172.2416
4217,chr3L,2885010,2885290,2885160,171.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:2880010-2890290,"CG9972,Shab,CG9973,","0,10053,-13450,", CG9972 ,7004,90.4,222,208.8,1.21, /- ,0.4329,2.3099,13.95
4218,chr3L,15508670,15508950,15508820,156.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:15503670-15513950,"CG13454,mex1,Eip71CD,","812,1736,-2518,", CG13454 ,1332,269.7,136.2,68.1,-1.98, \\ ,3.9619,0.2524,10.6718
4219,chr3L,21472810,21473090,21472960,160,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:21467810-21478090,"croc,Neu2,CG7202,","-3304,8992,11587,", croc ,3304,113.4,152.6,214,0.92, // ,0.5299,1.8873,99.5568
4220,chr2R,5631010,5631290,5631140,169.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5626010-5636290,"CG42347,CG33800,trpl,","0,5164,10081,", CG42347 ,1638,338.6,137.3,37.2,-3.18, \\ ,9.1065,0.1098,4.3556
4221,chr2L,10385880,10386160,10386020,173.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:10380880-10391160,"cdc2,mRpS7,CG5096,","0,643,-1290,", cdc2 ,243,144.5,194,184.8,0.35, /- ,0.7819,1.2789,113.8217
4222,chr3L,1471100,1471380,1471230,174.1,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:1466100-1476380,"CG32319,rho,stet,","37,-2747,4198,", CG32319 ,830,131.2,191.8,200.8,0.61, /- ,0.6532,1.531,31.2862
4223,chr3R,24841290,24841570,24841390,155.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:24836290-24846570,"CG1443,CG14518,eIF4E-6,","0,9303,10770,", CG1443 ,4738,283.8,173.8,24,-3.56, \\ ,11.8113,0.0847,10.5261
4224,chr3L,4367160,4367440,4367300,179.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:4362160-4372440,"CG11342,DopEcR,CG33514,","0,339,-622,", CG11342 ,114,236.4,187.6,119,-0.99, \\ ,1.9864,0.5034,47.3795
4225,chrX,7498500,7498780,7498650,159.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:7493500-7503780,"ct,CG12689,CG11369,","4530,-18607,-28016,", ct ,4530,36.3,206.2,240.8,2.73, // ,0.1508,6.6334,97.6084
4226,chr3L,12686380,12686790,12686610,155.8,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:12681380-12691790,"mirr,snRNP69D,Ptp69D,","237,39848,41438,", mirr ,237,44.5,175.4,256.3,2.52, // ,0.1735,5.7647,218.4773
4227,chr2R,2463460,2463880,2463580,157.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2458460-2468880,"jing,CG15233,CG15234,","0,23829,30914,", CG15233 ,24903,107.4,229.5,140.7,0.39, /\ ,0.7634,1.3098,19.1124
4228,chrX,10792020,10792300,10792160,166,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10787020-10797300,"CG1582,CG15208,Ork1,","0,2232,-7321,", CG1582 ,1175,176.3,202.4,124.7,-0.5, -\ ,1.4141,0.7072,19.5251
4229,chr2R,13758420,13758700,13758540,181.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:13753420-13763700,"Mapmodulin,elk,thr,","0,2911,-5143,", Mapmodulin ,975,50.4,208.3,290.6,2.53, // ,0.1734,5.7678,306.703
4230,chr3R,23026660,23026940,23026790,171.4,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:23021660-23031940,"Ser,CG34006,CG31063,","-7074,15880,26369,", Ser ,7074,112.6,220.5,203.1,0.85, /- ,0.5546,1.8032,18.7267
4231,chr3R,12931040,12931320,12931180,156.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12926040-12936320,"cher,cal1,CG34278,","0,-13517,15020,", cher ,6651,103,204.6,169.3,0.72, /\ ,0.6082,1.6441,16.463
4232,chr3R,4851930,4852210,4852060,162.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4846930-4857210,"neur,tgo,CG11986,","0,-6321,-9516,", tgo ,6321,41.5,222,237.4,2.51, // ,0.1748,5.7215,28.9458
4233,chr3L,754850,755210,755000,156.2,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:749850-760210,"emc,CG13897,CG13896,","-1495,-15880,-43150,", emc ,5595,217.1,181.2,72.1,-1.59, -\ ,3.0119,0.332,8.4661
4234,chrX,19479730,19480010,19479880,159.4,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19474730-19485010,"CG14204,CG14219,CG14218,","0,1534,-4194,", CG14204 ,2206,311.9,132,37.2,-3.07, \\ ,8.3891,0.1192,11.4764
4235,chr2L,247510,247790,247640,155.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:242510-252790,"kis,Rpp30,CG3645,","0,3522,4948,", kis ,3155,26.7,199.8,254,3.25, // ,0.105,9.5221,142.7965
4236,chr2R,19729480,19729760,19729610,166,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:19724480-19734760,"shu,usnp,CG5554,","0,1393,2804,", shu ,1192,137.8,188.7,178.5,0.37, /- ,0.7722,1.2951,41.5313
4237,chr3L,14754870,14755150,14754990,161.7,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:14749870-14760150,"CG9384,CG33260,Trl,","154,-169,-841,", CG9384 ,154,106.7,199.8,193.4,0.86, /- ,0.5518,1.8122,154.8411
4238,chr3R,1146340,1146910,1146730,155.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:1141340-1151910,"l(3)82Fd,Tim17b1,CG11999,","0,-19819,32708,", l(3)82Fd ,2836,37.8,208.3,242,2.68, // ,0.1562,6.4036,37.0786
4239,chr3R,6651360,6651640,6651490,160.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:6646360-6656640,"CG4089,CG14693,CG4655,","-8276,-10721,11624,", CG4089 ,10478,180.8,197.7,108.7,-0.73, -\ ,1.6633,0.6012,11.6451
4240,chr2L,18924400,18924680,18924540,156.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:18919400-18929680,"ssp3,CG10428,Nedd8,","0,24356,26700,", ssp3 ,19408,26.7,196.1,250.6,3.23, // ,0.1065,9.3934,23.4068
4241,chr2R,5384300,5384580,5384450,165.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:5379300-5389580,"Wnt2,brp,Camta,","0,6842,-18855,", Wnt2 ,2777,84.5,211.4,207.1,1.29, /- ,0.4079,2.4516,7.5984
4242,chr2R,2667660,2667940,2667820,155,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2662660-2672940,"Epac,Cyp6a2,CG9436,","0,0,-21416,", Cyp6a2 ,1140,397.9,49.3,19.5,-4.35, \- ,20.457,0.0489,12.271
4243,chrX,10964830,10965110,10964960,166.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10959830-10970110,"sev,CG15203,CG1537,","513,-2846,-7842,", CG15203 ,4348,188.9,162.2,159,-0.25, -- ,1.1881,0.8417,7.6762
4244,chr2R,16139000,16139280,16139130,158.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:16134000-16144280,"CG9864,Ate1,ppk6,","0,2166,-4052,", CG9864 ,2314,298.6,141,38.3,-2.96, \\ ,7.7907,0.1284,9.2474
4245,chr3R,26089100,26089380,26089240,169,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:26084100-26094380,"CG18404,CG9682,CG34299,","-9420,-10683,-12958,", CG18404 ,10337,154.9,200.9,165.3,0.09, /\ ,0.9367,1.0676,13.0271
4246,chrX,2376050,2376330,2376210,157.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:2371050-2381330,"trol,boi,z,","0,-12174,-31627,", boi ,12174,346.8,108.6,16.6,-4.38, \\ ,20.9023,0.0478,8.5903
4247,chr3R,12042230,12042510,12042350,154.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:12037230-12047510,"tara,mtSSB,CG31287,","9020,-11377,-12370,", tara ,9020,121.5,231.1,115.6,-0.07, /\ ,1.0516,0.951,17.7929
4248,chr2L,14464800,14465080,14464930,160.9,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:14459800-14470080,"CG15283,noc,Cpr35B,","-14114,25931,-39799,", CG15283 ,14114,30.4,142,321.5,3.4, // ,0.0945,10.5829,88.4825
4249,chr3L,19892350,19892630,19892460,165.4,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:19887350-19897630,"Mi-2,Su(Tpl),CG7757,","0,0,10942,", Su(Tpl) ,10025,27.4,188.1,287.2,3.38, // ,0.0955,10.475,521.7471
4250,chrX,15061240,15061520,15061390,165.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:15056240-15066520,"CG9095,CG15028,CG15029,","-4135,11104,16497,", CG9095 ,4135,116.3,198.2,185.9,0.68, /- ,0.6257,1.5982,14.4665
4251,chr3R,14570080,14570360,14570210,154.6,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:14565080-14575360,"CG7718,Mekk1,gwl,","0,-930,1883,", Mekk1 ,930,279.3,152.1,36,-2.95, \\ ,7.7508,0.129,12.8482
4252,chrX,4840470,4840750,4840610,166.7,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:4835470-4845750,"Ptp4E,CG4068,SIP3,","0,-8533,13348,", Ptp4E ,7446,36.3,171.7,296.3,3.03, // ,0.1225,8.1618,89.5527
4253,chrX,19049970,19050250,19050110,180.6,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19044970-19055250,"RhoGAP18B,inx5,Obp18a,","0,12680,-20209,", RhoGAP18B ,1124,114.1,191.3,237.4,1.06, // ,0.4806,2.0806,9.8967
4254,chrX,19190680,19190960,19190810,174.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19185680-19195960,"CG8034,CG8051,out,","0,4543,14250,", CG8034 ,943,86.7,216.2,223.1,1.36, /- ,0.3886,2.5735,8.901
4255,chr2R,20431310,20431590,20431450,186.5,UTR5,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:20426310-20436590,"CG4622,itp,CG11413,","0,0,-7131,", itp ,234,146,185.5,228.8,0.65, // ,0.6379,1.5676,327.2277
4256,chr2L,6476500,6476780,6476630,163.7,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2L:6471500-6481780,"CG9536,Sec61alpha,mmy,","0,547,-2711,", CG9536 ,342,159.3,209.3,125.9,-0.34, /\ ,1.2658,0.79,41.9945
4257,chr2R,2388890,2389170,2389020,163.3,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:2383890-2394170,"jing,CG15233,CG15234,","743,98389,105474,", jing ,743,124.5,180.7,194.5,0.64, /- ,0.64,1.5625,27.8015
4258,chrX,10624030,10624310,10624170,177.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:10619030-10629310,"CG32676,ras,Rph,","0,14368,18932,", ras ,14368,51.1,202.4,291.2,2.51, // ,0.1756,5.6954,186.1213
4259,chr3L,17283020,17283300,17283160,164.6,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:17278020-17288300,"CG13723,CG6485,CG13724,","-25228,29901,32780,", CG13723 ,25561,123.7,197.1,185.4,0.58, /- ,0.6676,1.4979,19.0092
4260,chr2R,9111210,9111490,9111360,169.2,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:9106210-9116490,"Dp,CG4643,CG17059,","0,-1396,-2837,", CG4643 ,1396,78.5,184.4,255.1,1.7, // ,0.3078,3.2485,341.6892
4261,chr2R,4801940,4802220,4802060,159.1,Promoter,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:4796940-4807220,"lin,Pgi,CG34219,","0,-429,3159,", lin ,28,191.2,150.5,145.3,-0.4, \- ,1.3156,0.7601,266.4743
4262,chr3L,20397740,20398020,20397890,164.8,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3L:20392740-20403020,"CG13248,trbl,CG33969,","2310,-3182,-11242,", trbl ,3182,35.6,216.7,244.3,2.78, // ,0.1456,6.8682,41.4551
4263,chrX,19216480,19216760,19216650,223.7,Intergenic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:19211480-19221760,"out,gfA,CG8051,","-552,6729,-14693,", out ,552,55.6,265.5,354.7,2.67, // ,0.1567,6.3824,151.1253
4264,chr3R,4555970,4556250,4556100,162.3,CDS,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr3R:4550970-4561250,"CG9797,CG9793,CG8202,","0,-718,1718,", CG9793 ,718,54.8,153.7,282.6,2.36, // ,0.194,5.154,76.885
4265,chrX,636180,636460,636320,171.8,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:631180-641460,"sdk,CG13362,CG13361,","0,6953,9723,", CG13362 ,9010,35.6,132,350.1,3.3, // ,0.1016,9.8438,37.369
4266,chrX,14543610,14543950,14543790,153.9,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chrX:14538610-14548950,"NetA,CG5321,NetB,","0,29822,37837,", NetA ,4074,63,194.5,228.8,1.86, // ,0.2752,3.6332,57.5168
4267,chr2R,17367450,17367730,17367580,157.3,Intronic,http://genome.ucsc.edu/cgi-bin/hgTracks?position=chr2R:17362450-17372730,"Sdc,Sara,Fkbp13,","0,1843,7089,", Sdc ,1093,110.4,151,227.1,1.04, // ,0.4861,2.0571,15.5811
